ACCT - Accounting;;;;;;;;;;;;;;;
CRN;Subj;Crse;Sec;Cmp;Cred;Title;Days;Time;Cap;Act;Rem;Instructor;Date (MM/DD);Location;Attribute
;;;;;;;;;;;;Click name to see CV;;;
;;;;;;(Restrictions/Details);;;;;;;;;
32319;VTPB;489;500;CS;3;SPTP: MAMMALIAN CELL PATHOBIOL (Syllabus);TR;02:20 pm-03:35 pm;15;11;4;Gonzalo Rivera (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
12191;VTPB;913;301;CS;2;INFECTIOUS DISEASES;;TBA;135;135;0;Jeffrey Musser (P), Sanjay Reddy , Roger Smith;01/08-05/04;TBA;NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
32962;VTPB;922;301;CS;6-Mar;PATHOLOGY I (Syllabus);;TBA;0;139;-139;Brian F. Porter;01/08-05/04;TBA;NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Brian F. Porter (P);01/08-05/04;TBA;
32963;VTPB;925;301;CS;4;AGENTS OF DISEASE I;;TBA;0;139;-139;Roger Smith;01/08-05/04;TBA;NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Roger Smith (P);01/08-05/04;TBA;
28748;VTPB;948;313;CS;1;DIDACTIC ELECTIVES;;TBA;30;12;18;Walter E. Cook (P);01/08-05/04;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
15028;VTPB;948;317;CS;1;DIDACTIC ELECTIVES;;TBA;30;42;-12;Karen Snowden (P);01/08-05/04;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
15668;VTPB;948;323;CS;1;DIDACTIC ELECTIVES;;TBA;100;30;70;Gwendolyn J. Levine (P);01/08-05/04;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32472;VTPB;948;650;CS;2;DIDACTIC ELECTIVES-PERU;;TBA;6;1;5;Donald Brightsmith (P), Sharman Hoppes;12/10-01/25;TBA;NonTraditional Format Exclude and Study Abroad and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32964;VTPB;989;300;CS;4;SPTP: PATHOLOGY II;;TBA;0;135;-135;Karen Russell;01/08-05/04;TBA;NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Karen Russell (P);01/08-05/04;TBA;
32965;VTPB;989;301;CS;2;SPTP: PATHOLOGY II;;TBA;0;135;-135;Karen Russell;01/08-05/04;TBA;NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Karen Russell (P);01/08-05/04;TBA;
VTPP - Vet Physiology & Pharm;;;;;;;;;;;;;;;
CRN;Subj;Crse;Sec;Cmp;Cred;Title;Days;Time;Cap;Act;Rem;Instructor;Date (MM/DD);Location;Attribute
;;;;;;;;;;;;Click name to see CV;;;
25060;VTPP;123;501;CS;3;FOUNDATIONS OF PHYSIOLOGY (Syllabus);MWF;09:10 am-10:00 am;40;27;13;Christopher Quick (P);01/17-05/08;VIDI 109;
;;;;;;(Restrictions/Details);;;;;;;;;
25061;VTPP;123;502;CS;3;FOUNDATIONS OF PHYSIOLOGY (Syllabus);MWF;10:20 am-11:10 am;40;39;1;Christopher Quick (P);01/17-05/08;VIDI 109;
;;;;;;(Restrictions/Details);;;;;;;;;
29329;VTPP;123;503;CS;3;FOUNDATIONS OF PHYSIOLOGY (Syllabus);MWF;11:30 am-12:20 pm;40;40;0;Christopher Quick (P);01/17-05/08;VIDI 109;
;;;;;;(Restrictions/Details);;;;;;;;;
29418;VTPP;123;504;CS;3;FOUNDATIONS OF PHYSIOLOGY (Syllabus);MWF;12:40 pm-01:30 pm;40;40;0;Christopher Quick (P);01/17-05/08;VIDI 109;
;;;;;;(Restrictions/Details);;;;;;;;;
27488;VTPP;224;501;CS;3;IN VITRO EXPERIMENTATION (Syllabus);T;09:35 am-12:25 pm;25;24;1;Ranjeet M. Dongaonkar;01/17-05/08;VIV3 120;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;09:35 am-11:15 am;;;;Ranjeet M. Dongaonkar (P);01/17-05/08;VIDI 109;
27489;VTPP;224;502;CS;3;IN VITRO EXPERIMENTATION (Syllabus);T;02:20 pm-05:10 pm;25;18;7;Ranjeet M. Dongaonkar;01/17-05/08;VIV3 120;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;02:20 pm-04:00 pm;;;;Ranjeet M. Dongaonkar (P);01/17-05/08;VIDI 109;
23875;VTPP;235;500;CS;3;ANALY VALID OF MODELS PHYSIOL (Syllabus);MWF;01:50 pm-02:40 pm;28;25;3;Christopher Quick (P);01/17-05/08;VIDI 109;
;;;;;;(Restrictions/Details);;;;;;;;;
32135;VTPP;235;501;CS;3;ANALY VALID OF MODELS PHYSIOL (Syllabus);MWF;03:00 pm-03:50 pm;25;18;7;Christopher Quick (P);01/17-05/08;VIDI 109;
;;;;;;(Restrictions/Details);;;;;;;;;
17679;VTPP;285;501;CS;0-4;DIRECTED STUDIES (Syllabus);;TBA;0;2;-2;Christopher Quick (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
19629;VTPP;285;502;CS;0-4;DIRECTED STUDIES;;TBA;0;2;-2;Ranjeet M. Dongaonkar (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
15114;VTPP;285;508;CS;0-4;DIRECTED STUDIES (Syllabus);;TBA;6;6;0;Alice R. Blue Mclendon (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
22983;VTPP;285;512;CS;0-4;DIRECTED STUDIES;;TBA;0;1;-1;Katrin Hinrichs (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
20211;VTPP;285;526;CS;0-4;DIRECTED STUDIES;;TBA;0;3;-3;Anne E. Newell-Fugate (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32980;VTPP;291;500;CS;0-4;RESEARCH (Syllabus);;TBA;0;8;-8;Christopher Quick (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
12194;VTPP;323;500;CS;3;PHYSIOL OF DOMESTIC AN (Syllabus);TR;09:35 am-10:50 am;80;79;1;Alice R. Blue Mclendon (P);01/17-05/08;VENI 101B;
;;;;;;(Restrictions/Details);;;;;;;;;
32436;VTPP;401;550;CS;4;HIST MEDICINE IN EUROPE-GERM (Syllabus);;TBA;30;12;18;Jeremy Wasser (P);01/10-05/02;TBA;NonTraditional Format Approved and Study Abroad and Univ Req-Int'l&Cult Div (UICD)
;;;;;;(Restrictions/Details);;;;;;;;;
12195;VTPP;423;501;CS;4;BIOMEDICAL PHYSIOLOGY I (Syllabus);MWF;09:10 am-10:00 am;0;73;-73;James D. Herman (P);01/17-05/08;VICI 309;NonTraditional Format Approved and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;T;12:40 pm-02:30 pm;;;;James D. Herman;01/17-05/08;VICI 320;
;;;;;;;W;06:00 pm-07:10 pm;;;;James D. Herman (P);02/07-02/07;VENI 106B;
;;;;;;;W;06:00 pm-08:00 pm;;;;James D. Herman (P);02/28-02/28;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;James D. Herman (P);03/07-03/07;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;James D. Herman (P);04/11-04/11;VENI 106B;
;;;;;;;M;06:00 pm-07:10 pm;;;;James D. Herman (P);04/30-04/30;VENI 106B;
12196;VTPP;423;502;CS;4;BIOMEDICAL PHYSIOLOGY I (Syllabus);MWF;10:20 am-11:10 am;0;62;-62;Anne E. Newell-Fugate (P);01/17-05/08;VICI 309;NonTraditional Format Approved and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;12:40 pm-02:30 pm;;;;Anne E. Newell-Fugate;01/17-05/08;VICI 320;
;;;;;;;W;06:00 pm-07:10 pm;;;;Anne E. Newell-Fugate (P);02/07-02/07;VENI 106B;
;;;;;;;W;06:00 pm-08:00 pm;;;;Anne E. Newell-Fugate (P);02/28-02/28;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;Anne E. Newell-Fugate (P);03/07-03/07;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;Anne E. Newell-Fugate (P);04/11-04/11;VENI 106B;
;;;;;;;M;06:00 pm-07:10 pm;;;;Anne E. Newell-Fugate (P);04/30-04/30;VENI 106B;
12197;VTPP;423;503;CS;4;BIOMEDICAL PHYSIOLOGY I (Syllabus);MWF;11:30 am-12:20 pm;0;67;-67;Amanda R. Davis (P);01/17-05/08;VICI 309;NonTraditional Format Approved and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;12:40 pm-02:30 pm;;;;Amanda R. Davis;01/17-05/08;VICI 320;
;;;;;;;W;06:00 pm-07:10 pm;;;;Amanda R. Davis (P);02/07-02/07;VENI 106B;
;;;;;;;W;06:00 pm-08:00 pm;;;;Amanda R. Davis (P);02/28-02/28;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;Amanda R. Davis (P);03/07-03/07;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;Amanda R. Davis (P);04/11-04/11;VENI 106B;
;;;;;;;M;06:00 pm-07:10 pm;;;;Amanda R. Davis (P);04/30-04/30;VENI 106B;
33147;VTPP;423;504;CS;4;BIOMEDICAL PHYSIOLOGY I (Syllabus);MWF;09:10 am-10:00 am;0;26;-26;James D. Herman (P);01/17-05/08;VICI 309;NonTraditional Format Approved and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;F;12:40 pm-02:30 pm;;;;Amanda R. Davis;01/17-05/08;VICI 320;
;;;;;;;W;06:00 pm-07:10 pm;;;;James D. Herman (P);02/07-02/07;VENI 106B;
;;;;;;;W;06:00 pm-08:00 pm;;;;James D. Herman (P);02/28-02/28;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;James D. Herman (P);03/07-03/07;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;James D. Herman (P);04/11-04/11;VENI 106B;
;;;;;;;M;06:10 pm-07:10 pm;;;;James D. Herman (P);04/30-04/30;VENI 106B;
33148;VTPP;423;505;CS;4;BIOMEDICAL PHYSIOLOGY I (Syllabus);MWF;10:20 am-11:10 am;0;18;-18;Anne E. Newell-Fugate (P);01/17-05/08;VICI 309;NonTraditional Format Approved and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;F;12:40 pm-02:30 pm;;;;Amanda R. Davis;01/17-05/08;VICI 320;
;;;;;;;W;06:00 pm-07:10 pm;;;;Anne E. Newell-Fugate (P);02/07-02/07;VENI 106B;
;;;;;;;W;06:00 pm-08:00 pm;;;;Anne E. Newell-Fugate (P);02/28-02/28;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;Anne E. Newell-Fugate (P);03/07-03/07;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;Anne E. Newell-Fugate (P);04/11-04/11;VENI 106B;
;;;;;;;M;06:10 pm-07:10 pm;;;;Anne E. Newell-Fugate (P);04/30-04/30;VENI 106B;
33149;VTPP;423;506;CS;4;BIOMEDICAL PHYSIOLOGY I (Syllabus);MWF;11:30 am-12:20 pm;0;18;-18;Amanda R. Davis (P);01/17-05/08;VICI 309;NonTraditional Format Approved and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;F;12:40 pm-02:30 pm;;;;Amanda R. Davis;01/17-05/08;VICI 320;
;;;;;;;W;06:00 pm-07:10 pm;;;;Amanda R. Davis (P);02/07-02/07;VENI 106B;
;;;;;;;W;06:00 pm-08:00 pm;;;;Amanda R. Davis (P);02/28-02/28;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;Amanda R. Davis (P);03/07-03/07;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;Amanda R. Davis (P);04/11-04/11;VENI 106B;
;;;;;;;M;06:10 pm-07:10 pm;;;;Amanda R. Davis (P);04/30-04/30;VENI 106B;
31949;VTPP;423;550;CS;4;BIOMEDICAL PHYSIOLOGY I-GER (Syllabus);;TBA;30;12;18;Jeremy Wasser;01/10-05/02;TBA;NonTraditional Format Approved and Study Abroad and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Jeremy Wasser (P);01/10-05/02;TBA;
12198;VTPP;427;500;CS;3;BIOMEDICAL PHYSIOLOGY II (Syllabus);TR;09:35 am-10:50 am;50;12;38;James D. Herman (P);01/17-05/08;VIDI 106;
;;;;;;(Restrictions/Details);;;;;;;;;
12199;VTPP;435;501;CS;4;PHYSIOL FOR BIOENGNRS II (Syllabus);MWF;09:10 am-10:00 am;72;71;1;Jayanth Ramadoss (P), Fred Clubb , Guichun Han , Glen Laine , Ken Muneoka , Larry Suva;01/17-05/08;VENI 101B;NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;03:15 pm-04:55 pm;;;;Fred Clubb , Guichun Han , Glen Laine , Ken Muneoka , Jayanth Ramadoss , Larry Suva;01/17-05/08;VICI 320;
;;;;;;;W;06:15 pm-07:15 pm;;;;Jayanth Ramadoss (P), Fred Clubb , Guichun Han , Glen Laine , Ken Muneoka , Larry Suva;02/07-02/07;VENI 107A;
;;;;;;;R;07:30 pm-08:30 pm;;;;Jayanth Ramadoss (P), Fred Clubb , Guichun Han , Glen Laine , Ken Muneoka , Larry Suva;03/08-03/08;VENI 106A;
;;;;;;;W;06:15 pm-07:15 pm;;;;Jayanth Ramadoss (P), Fred Clubb , Guichun Han , Glen Laine , Ken Muneoka , Larry Suva;04/11-04/11;VENI 106A;
12200;VTPP;435;502;CS;4;PHYSIOL FOR BIOENGNRS II (Syllabus);MWF;11:30 am-12:20 pm;72;72;0;Jayanth Ramadoss (P), Fred Clubb , Guichun Han , Glen Laine , Ken Muneoka , Larry Suva;01/17-05/08;VENI 101B;NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;03:15 pm-04:55 pm;;;;Fred Clubb , Guichun Han , Glen Laine , Ken Muneoka , Jayanth Ramadoss , Larry Suva;01/17-05/08;VICI 320;
;;;;;;;W;06:15 pm-07:15 pm;;;;Jayanth Ramadoss (P), Fred Clubb , Guichun Han , Glen Laine , Ken Muneoka , Larry Suva;02/07-02/07;VENI 107A;
;;;;;;;R;07:30 pm-08:30 pm;;;;Jayanth Ramadoss (P), Fred Clubb , Guichun Han , Glen Laine , Ken Muneoka , Larry Suva;03/08-03/08;VENI 106A;
;;;;;;;W;06:15 pm-07:15 pm;;;;Jayanth Ramadoss (P), Fred Clubb , Guichun Han , Glen Laine , Ken Muneoka , Larry Suva;04/11-04/11;VENI 106A;
31951;VTPP;435;550;CS;4;PHYSIOL FOR BIOENGNRS II-GER (Syllabus);;TBA;30;15;15;Jeremy Wasser;01/10-05/02;TBA;NonTraditional Format Approved and Study Abroad
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;;TBA;;;;Jeremy Wasser (P);01/10-05/02;TBA;
19448;VTPP;452;501;CS;3;FETAL & EMBRYO PHYS (Syllabus);TR;08:45 am-10:00 am;25;9;16;Michael C. Golding (P);01/17-05/08;NCTM 120;
;;;;;;(Restrictions/Details);;;;;;;;;
20240;VTPP;485;501;CS;0-4;DIRECTED STUDIES (Syllabus);;TBA;0;8;-8;Christopher Quick (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
20241;VTPP;485;502;CS;0-4;DIRECTED STUDIES;;TBA;0;9;-9;Ranjeet M. Dongaonkar (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
16258;VTPP;485;506;CS;0-4;DIRECTED STUDIES;;TBA;0;2;-2;Shannon E. Washburn (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
13596;VTPP;485;508;CS;0-4;DIRECTED STUDIES (Syllabus);;TBA;10;21;-11;Alice R. Blue Mclendon (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
25816;VTPP;485;512;CS;0-4;DIRECTED STUDIES;;TBA;0;2;-2;Larry Suva (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
17801;VTPP;485;522;CS;0-4;DIRECTED STUDIES;;TBA;0;2;-2;Michael C. Golding (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
14614;VTPP;485;526;CS;0-4;DIRECTED STUDIES;;TBA;0;6;-6;Anne E. Newell-Fugate (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
16443;VTPP;485;527;CS;0-4;DIRECTED STUDIES;;TBA;0;1;-1;Ken Muneoka (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31952;VTPP;485;550;CS;0-4;DIRECTED STUDIES-GERMANY (Syllabus);;TBA;30;12;18;Jeremy Wasser (P);01/10-05/02;TBA;LMTD and NonTraditional Format Exclude and Study Abroad and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32170;VTPP;489;550;CS;2;SPTP:APPLIED PHARMACOLOGY-GERM (Syllabus);;TBA;25;11;14;Virginia Fajt (P);01/10-05/02;TBA;NonTraditional Format Exclude and Study Abroad and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
25982;VTPP;491;201;CS;0-4;HNR-RESEARCH;;TBA;0;1;-1;Charles Long (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32935;VTPP;491;500;CS;0-4;RESEARCH (Syllabus);;TBA;10;13;-3;Christopher Quick (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33150;VTPP;491;501;CS;0-4;RESEARCH;;TBA;0;8;-8;Jayanth Ramadoss (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33151;VTPP;491;502;CS;0-4;RESEARCH;;TBA;0;1;-1;Anne E. Newell-Fugate (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33271;VTPP;491;503;CS;0-4;RESEARCH (Syllabus);;TBA;0;2;-2;Alice R. Blue Mclendon (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33375;VTPP;491;504;CS;0-4;RESEARCH;;TBA;0;7;-7;Ranjeet M. Dongaonkar (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
16381;VTPP;623;601;CS;4;BIOMEDICAL PHYSIOLOGY I (Syllabus);MWF;09:10 am-10:00 am;0;7;-7;James D. Herman (P);01/17-05/08;VICI 309;Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;T;12:40 pm-02:30 pm;;;;James D. Herman;01/17-05/08;VICI 320;
;;;;;;;W;06:00 pm-07:10 pm;;;;James D. Herman (P);02/07-02/07;VENI 106B;
;;;;;;;W;06:00 pm-08:00 pm;;;;James D. Herman (P);02/28-02/28;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;James D. Herman (P);03/07-03/07;VENI 106B;
;;;;;;;W;06:00 pm-07:10 pm;;;;James D. Herman (P);04/11-04/11;VENI 106B;
;;;;;;;M;06:00 pm-07:10 pm;;;;James D. Herman (P);04/30-04/30;VENI 106B;
32664;VTPP;627;600;CS;4;BIOMEDICAL PHYSIOLOGY II (Syllabus);TR;09:35 am-10:50 am;10;5;5;James D. Herman (P);01/17-05/08;VIDI 106;
;;;;;;(Restrictions/Details);;;;;;;;;
19449;VTPP;652;601;CS;3;FETAL & EMBRYO PHYS (Syllabus);TR;08:45 am-10:00 am;20;10;10;Michael C. Golding (P);01/17-05/08;NCTM 120;
;;;;;;(Restrictions/Details);;;;;;;;;
13314;VTPP;676;600;CS;3;GEN & MOLECULAR TOXIC (Syllabus);T;04:00 pm-07:00 pm;15;14;1;Yanan Tian (P);01/17-05/08;VIDI 106;
;;;;;;(Restrictions/Details);;;;;;;;;
16273;VTPP;681;601;CS;1;SEMINAR:REPRODUCTIVE STUDIES;;TBA;10;1;9;Charles Long (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
12202;VTPP;681;602;CS;1;SEMINAR;M;TBA;30;4;26;Stephen Safe (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
16274;VTPP;681;603;CS;1;SEMINAR:CARDIOVASCULAR;;TBA;10;2;8;John Stallone (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32178;VTPP;681;604;CS;1;SEMINAR;;TBA;10;2;8;Charles Long (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
27490;VTPP;685;601;CS;4-Jan;DIRECTED STUDIES;;TBA;1;1;0;James D. Herman (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
23879;VTPP;685;604;CS;4-Jan;DIRECTED STUDIES;;TBA;0;1;-1;Ranjeet M. Dongaonkar (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
13805;VTPP;685;608;CS;4-Jan;DIRECTED STUDIES;;TBA;2;2;0;Christopher Quick (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
25062;VTPP;685;618;CS;4-Jan;DIRECTED STUDIES;;TBA;0;1;-1;Jayanth Ramadoss (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
13806;VTPP;685;621;CS;4-Jan;DIRECTED STUDIES;;TBA;1;1;0;John Stallone (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
17803;VTPP;685;625;CS;4-Jan;DIRECTED STUDIES;;TBA;3;1;2;Guichun Han (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32027;VTPP;689;600;CS;4;SPTP: SYSTEM PHYSIO & DISEASE (Syllabus);TR;02:20 pm-03:35 pm;24;16;8;Guichun Han (P);01/17-05/08;VIDI 102;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;03:45 pm-05:00 pm;;;;Guichun Han;01/17-05/08;VIDI 102;
22685;VTPP;691;507;CS;23-Jan;RESEARCH;;TBA;5;1;4;Anne E. Newell-Fugate (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
18613;VTPP;691;521;CS;23-Jan;RESEARCH;;TBA;2;1;1;Lakeshia J. Taite (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
22686;VTPP;691;602;CS;23-Jan;RESEARCH;;TBA;5;2;3;Ken Muneoka (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
26185;VTPP;691;603;CS;23-Jan;RESEARCH;;TBA;1;1;0;Ranjeet M. Dongaonkar (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
23880;VTPP;691;604;CS;23-Jan;RESEARCH;;TBA;5;3;2;Jayanth Ramadoss (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
23883;VTPP;691;606;CS;23-Jan;RESEARCH;;TBA;5;1;4;Larry Suva (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13599;VTPP;691;612;CS;23-Jan;RESEARCH;;TBA;15;1;14;Stephen Safe (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13600;VTPP;691;617;CS;23-Jan;RESEARCH;;TBA;15;1;14;Christopher Quick (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
17804;VTPP;691;618;CS;23-Jan;RESEARCH;;TBA;10;2;8;Shannon E. Washburn (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13601;VTPP;691;619;CS;23-Jan;RESEARCH;;TBA;15;1;14;John Stallone (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13602;VTPP;691;620;CS;23-Jan;RESEARCH;;TBA;15;1;14;Cristine Heaps (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
16423;VTPP;691;621;CS;23-Jan;RESEARCH;;TBA;5;1;4;Charles Long (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13603;VTPP;691;622;CS;23-Jan;RESEARCH;;TBA;15;1;14;Ivan Ivanov (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
14850;VTPP;691;626;CS;23-Jan;RESEARCH;;TBA;5;1;4;Virginia Fajt (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
17805;VTPP;691;627;CS;23-Jan;RESEARCH;;TBA;10;2;8;Michael C. Golding (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
12203;VTPP;912;301;CS;5;PHYSIOLOGY II;;TBA;136;139;-3;Katrin Hinrichs , Carly A. Patterson , Randolph H. Stewart , Shannon E. Washburn;01/08-05/04;TBA;NonTraditional Format Exclude
