ACCT - Accounting;;;;;;;;;;;;;;;
CRN;Subj;Crse;Sec;Cmp;Cred;Title;Days;Time;Cap;Act;Rem;Instructor;Date (MM/DD);Location;Attribute
;;;;;;;;;;;;Click name to see CV;;;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;09:35 am-10:50 am;;;;Michael Shaub (P);03/26-05/04;WCBA 114;
27858;ACCT;650;602;CS;3;ACCOUNTING ETHICS (Syllabus);MW;08:00 am-09:55 am;65;65;0;Michael J. Head (P);03/26-05/04;WCBA 161;NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;09:35 am-10:50 am;;;;Michael J. Head (P);03/26-05/04;WCBA 111;
10048;ACCT;660;600;CS;3;ACCT INFO & FINC MKTS;W;08:30 am-11:30 am;10;3;7;Anwer Ahmed (P);01/17-05/08;TBA;
;;;;;;(Restrictions/Details);;;;;;;;;
23833;ACCT;680;601;CS;3;TAX RESEARCH & POLICY (Syllabus);MW;08:00 am-10:00 am;55;51;4;John Robinson (P);01/01-02/09;WCBA 161;NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;F;08:00 am-10:00 am;;;;John Robinson (P);01/01-02/09;WCBA 184;
23834;ACCT;680;602;CS;3;TAX RESEARCH & POLICY (Syllabus);MW;10:20 am-12:20 pm;55;57;-2;John Robinson (P);01/01-02/09;WCBA 161;NonTraditional Format Approved
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;F;10:20 am-12:20 pm;;;;John Robinson (P);01/01-02/09;WCBA 184;
13513;ACCT;684;600;CS;3;PROF INTERNSHIP;;TBA;235;213;22;Michael Shaub (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
18056;ACCT;684;650;CS;6-Jan;PROF INTERNSHIP: IN-AB;;TBA;5;4;1;Michael Shaub (P);01/17-05/08;TBA;In Absentia and NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
13514;ACCT;685;600;CS;3;DIRECTED STUDIES;;TBA;30;24;6;James Benjamin (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
19767;ACCT;688;600;CS;3;DOCTORAL SEMINAR;;TBA;10;4;6;Christopher Wolfe (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
25765;ACCT;688;601;CS;3;DOCTORAL SEMINAR;;TBA;8;6;2;Lynn Rees (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
13809;ACCT;691;600;CS;23-Jan;RESEARCH;;TBA;15;8;7;Nathan Sharp (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
33123;ACCT;691;650;CS;23-Jan;RESEARCH:IN-AB;;TBA;1;1;0;John Robinson (P);01/17-05/08;TBA;In Absentia and NonTraditional Format Exclude and 3peat Exclusion and YIRS
;;;;;;(Restrictions/Details);;;;;;;;;
AEGD - Adv Ed Gen Dentistry;;;;;;;;;;;;;;;
CRN;Subj;Crse;Sec;Cmp;Cred;Title;Days;Time;Cap;Act;Rem;Instructor;Date (MM/DD);Location;Attribute
;;;;;;;;;;;;Click name to see CV;;;
31069;AEGD;602;600;CS;0;CLINICAL DENTISTRY III;;TBA;9;9;0;Amirali Zandinejad (P);01/08-05/18;TBA;Dallas and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31992;AEGD;604;600;CS;1.5;PRACTICE MANAGEMENT I;;TBA;30;4;26;Amirali Zandinejad (P);01/08-05/18;TBA;Dallas and NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
31068;AEGD;605;600;CS;1.5;PRACTICE MANAGEMENT II;;TBA;30;14;16;Amirali Zandinejad (P);01/08-05/18;TBA;Dallas and NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
31991;AEGD;606;600;CS;1.5;ADV REMOVABLE PROSTHODONTICS;;TBA;10;9;1;Amirali Zandinejad (P);01/08-05/18;TBA;Dallas and NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
31070;AEGD;617;600;CS;1.5;TRTMT PLANNING CONFERENCE III;;TBA;9;9;0;Amirali Zandinejad (P);01/08-05/18;TBA;Dallas and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31071;AEGD;620;600;CS;1.5;CURRENT LITERATURE REVIEW III;;TBA;9;9;0;Amirali Zandinejad (P);01/08-05/18;TBA;Dallas and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31072;AEGD;623;600;CS;1.5;CLINICAL PATHOLOGY III;;TBA;9;9;0;Amirali Zandinejad (P);01/08-05/18;TBA;Dallas and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
AERO - Aerospace Engineering;;;;;;;;;;;;;;;
CRN;Subj;Crse;Sec;Cmp;Cred;Title;Days;Time;Cap;Act;Rem;Instructor;Date (MM/DD);Location;Attribute
;;;;;;;;;;;;Click name to see CV;;;
21046;AERO;201;200;CS;3;HNR-INTRO TO FLIGHT (Syllabus);MWF;12:40 pm-01:30 pm;20;2;18;Kristi J. Shryock (P);01/17-05/08;RDMC 202;Honors
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;M;11:30 am-12:20 pm;;;;Kristi J. Shryock;01/17-05/08;ARCC 207;
21047;AERO;201;500;CS;3;INTRO TO FLIGHT (Syllabus);MWF;12:40 pm-01:30 pm;45;29;16;Kristi J. Shryock (P);01/17-05/08;RDMC 202;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;M;11:30 am-12:20 pm;;;;Kristi J. Shryock;01/17-05/08;ARCC 207;
30559;AERO;202;500;CS;1;INTRO FLIGHT MECHANICS (Syllabus);MWF;12:40 pm-01:30 pm;20;5;15;Kristi J. Shryock (P);01/17-05/08;RDMC 202;
;;;;;;(Restrictions/Details);;;;;;;;;
24811;AERO;210;200;CS;3;HNR-INTRO TO AERO MECHANICS (Syllabus);MWF;12:40 pm-01:30 pm;13;13;0;Jean-Briac B. Le Graverend (P);01/17-05/08;CHEN 104;Honors
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;11:10 am-12:25 pm;;;;Jean-Briac B. Le Graverend;01/17-05/08;RDMC 202;
14109;AERO;210;500;CS;3;INTRO TO AERO MECHANICS (Syllabus);MWF;09:10 am-10:00 am;78;77;1;James G. Boyd (P);01/17-05/08;RDMC 202;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;T;11:10 am-12:25 pm;;;;James G. Boyd;01/17-05/08;RDMC 202;
24361;AERO;210;501;CS;3;INTRO TO AERO MECHANICS (Syllabus);MWF;12:40 pm-01:30 pm;57;57;0;Jean-Briac B. Le Graverend (P);01/17-05/08;CHEN 104;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;11:10 am-12:25 pm;;;;Jean-Briac B. Le Graverend;01/17-05/08;RDMC 202;
10049;AERO;212;500;CS;3;INTRO TO AEROTHERMODYNM (Syllabus);MWF;10:20 am-11:10 am;66;52;14;Adonios Karpetis (P);01/17-05/08;RDMC 202;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;T;02:20 pm-03:35 pm;;;;Adonios Karpetis;01/17-05/08;RDMC 202;
14107;AERO;214;500;CS;3;INTRO AERO MECH OF MATLS (Syllabus);MWF;01:50 pm-02:40 pm;67;61;6;Jean-Briac B. Le Graverend (P);01/17-05/08;RDMC 202;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;04:10 pm-06:10 pm;;;;Jean-Briac B. Le Graverend;01/17-05/08;RDMC 202;
21687;AERO;214;501;CS;3;INTRO AERO MECH OF MATLS (Syllabus);M;04:10 pm-06:10 pm;62;62;0;Mohammad Naraghi;01/17-05/08;RDMC 202;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;09:35 am-10:50 am;;;;Mohammad Naraghi (P);01/17-05/08;CHEN 104;
30066;AERO;220;200;CS;4;HNR-INTRO AERO COMPUTATION (Syllabus);TR;08:00 am-09:15 am;14;11;3;Stoian Borissov (P);01/17-05/08;HRBB 131;Honors
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;12:45 pm-02:00 pm;;;;Stoian Borissov;01/17-05/08;HRBB 627;
14108;AERO;220;500;CS;4;INTRO AERO COMPUTATION (Syllabus);TR;08:00 am-09:15 am;46;46;0;Stoian Borissov (P);01/17-05/08;HRBB 131;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;12:45 pm-02:00 pm;;;;Stoian Borissov;01/17-05/08;HRBB 627;
19982;AERO;220;501;CS;4;INTRO AERO COMPUTATION (Syllabus);MWF;03:00 pm-03:50 pm;60;50;10;Albina Tropina (P);01/17-05/08;HRBB 131;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;02:20 pm-03:35 pm;;;;Albina Tropina;01/17-05/08;HRBB 627;
33479;AERO;291;240;CS;0-4;HNR-RESEARCH;;TBA;1;1;0;Darren J. Hartl (P);01/17-05/08;TBA;Honors and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33389;AERO;291;535;CS;0-4;RESEARCH;;TBA;0;2;-2;Kentaro Hara (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33417;AERO;291;540;CS;0-4;RESEARCH;;TBA;0;0;0;Darren J. Hartl (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
10050;AERO;301;200;CS;3;HNR-THEORETICAL AERODYN (Syllabus);MWF;09:10 am-10:00 am;15;6;9;Christopher M. Limbach (P);01/17-05/08;HRBB 131;Honors
;;;;;;(Restrictions/Details);;;;;;;;;
10051;AERO;301;500;CS;3;THEORETICAL AERODYN (Syllabus);MWF;09:10 am-10:00 am;42;36;6;Christopher M. Limbach (P);01/17-05/08;HRBB 131;
;;;;;;(Restrictions/Details);;;;;;;;;
24363;AERO;302;900;CS;2;AERO ENGR LAB (Syllabus);M;04:10 pm-05:25 pm;20;18;2;Nathan R. Tichenor (P);01/17-05/08;HECC 204;Univ Req-Writing Intensive and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;T;02:20 pm-05:10 pm;;;;Nathan R. Tichenor;01/17-05/08;HRBB 105;
24364;AERO;302;901;CS;2;AERO ENGR LAB (Syllabus);M;04:10 pm-05:25 pm;20;15;5;Nathan R. Tichenor (P);01/17-05/08;HECC 204;Univ Req-Writing Intensive and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;02:20 pm-05:10 pm;;;;Nathan R. Tichenor;01/17-05/08;HRBB 105;
24365;AERO;302;902;CS;2;AERO ENGR LAB (Syllabus);M;04:10 pm-05:25 pm;20;13;7;Nathan R. Tichenor (P);01/17-05/08;HECC 204;Univ Req-Writing Intensive and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;04:10 pm-07:00 pm;;;;Nathan R. Tichenor;01/17-05/08;HRBB 105;
10052;AERO;303;200;CS;3;HNR-HIGH SPEED AERODYN (Syllabus);MWF;11:30 am-12:20 pm;7;7;0;Oleksiy Y. Poludnenko (P);01/17-05/08;RDMC 202;Honors
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;07:00 pm-09:00 pm;;;;Oleksiy Y. Poludnenko (P);03/01-03/01;HECC 207;
;;;;;;;M;07:00 pm-09:00 pm;;;;Oleksiy Y. Poludnenko (P);04/09-04/09;HRBB 124;
10053;AERO;303;500;CS;3;HIGH SPEED AERODYN (Syllabus);MWF;11:30 am-12:20 pm;59;61;-2;Oleksiy Y. Poludnenko (P);01/17-05/08;RDMC 202;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;07:00 pm-09:00 pm;;;;Oleksiy Y. Poludnenko (P);03/01-03/01;HECC 207;
;;;;;;;M;07:00 pm-09:00 pm;;;;Oleksiy Y. Poludnenko (P);04/09-04/09;HRBB 124;
24366;AERO;303;501;CS;3;HIGH SPEED AERODYN (Syllabus);TR;02:20 pm-03:35 pm;58;36;22;Rodney Bowersox (P);01/17-05/08;HRBB 131;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;07:00 pm-09:00 pm;;;;Rodney Bowersox (P);03/01-03/01;HECC 207;
;;;;;;;M;07:00 pm-09:00 pm;;;;Rodney Bowersox (P);04/09-04/09;HRBB 124;
10054;AERO;304;500;CS;3;AERO STRUCTURAL ANALYS I (Syllabus);MWF;10:20 am-11:10 am;58;48;10;Vikram Kinra (P);01/17-05/08;HRBB 131;
;;;;;;(Restrictions/Details);;;;;;;;;
10055;AERO;306;500;CS;3;AERO STRUCTURAL ANALY II (Syllabus);MWF;01:50 pm-02:40 pm;68;69;-1;Amine Benzerga (P);01/17-05/08;HRBB 131;
;;;;;;(Restrictions/Details);;;;;;;;;
24367;AERO;306;501;CS;3;AERO STRUCTURAL ANALY II (Syllabus);TR;11:10 am-12:25 pm;51;51;0;John Whitcomb (P);01/17-05/08;CHEN 111;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;06:30 pm-08:30 pm;;;;John Whitcomb (P);02/22-02/22;HRBB 131;
;;;;;;;R;06:30 pm-08:30 pm;;;;John Whitcomb (P);04/05-04/05;HRBB 131;
10056;AERO;310;500;CS;3;AEROSPACE DYNAMICS (Syllabus);MWF;01:50 pm-02:40 pm;95;57;38;Benedict Moble (P);01/17-05/08;RICH 106;
;;;;;;(Restrictions/Details);;;;;;;;;
24368;AERO;321;200;CS;3;HNR-DYN OF AERO VEHICLES (Syllabus);TR;12:45 pm-02:00 pm;5;1;4;Srinivas Vadali (P);01/17-05/08;RDMC 202;Honors
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;T;06:00 pm-07:30 pm;;;;Srinivas Vadali (P);02/20-02/20;RDMC 202;
;;;;;;;T;06:00 pm-07:30 pm;;;;Srinivas Vadali (P);04/10-04/10;RDMC 202;
21048;AERO;321;500;CS;3;DYN OF AERO VEHICLES (Syllabus);TR;12:45 pm-02:00 pm;60;60;0;Srinivas Vadali (P);01/17-05/08;RDMC 202;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;T;06:00 pm-07:30 pm;;;;Srinivas Vadali (P);02/20-02/20;RDMC 202;
;;;;;;;T;06:00 pm-07:30 pm;;;;Srinivas Vadali (P);04/10-04/10;RDMC 202;
30562;AERO;321;501;CS;3;DYN OF AERO VEHICLES (Syllabus);TR;08:00 am-09:15 am;46;34;12;Srinivas Vadali (P);01/17-05/08;CHEN 111;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;T;06:00 pm-07:30 pm;;;;Srinivas Vadali (P);02/20-02/20;HRBB 131;
;;;;;;;T;06:00 pm-07:30 pm;;;;Srinivas Vadali (P);04/10-04/10;HRBB 131;
10057;AERO;351;500;CS;3;AEROTHERMO PROPULSION (Syllabus);TR;09:35 am-10:50 am;68;68;0;Nathan R. Tichenor (P);01/17-05/08;HRBB 131;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;06:00 pm-08:00 pm;;;;Nathan R. Tichenor (P);02/21-02/21;RICH 106;
;;;;;;;W;06:00 pm-08:00 pm;;;;Nathan R. Tichenor (P);03/28-03/28;RICH 106;
24632;AERO;351;501;CS;3;AEROTHERMO PROPULSION (Syllabus);MWF;08:00 am-08:50 am;64;53;11;Paul Cizmas (P);01/17-05/08;CHEN 104;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;W;06:00 pm-08:00 pm;;;;Paul Cizmas (P);02/21-02/21;RICH 106;
;;;;;;;W;06:00 pm-08:00 pm;;;;Paul Cizmas (P);03/28-03/28;RICH 106;
21049;AERO;401;500;CS;3;AEROSPACE VEHICLE DES I;MWF;10:20 am-11:10 am;32;8;24;Thomas Pollock (P);01/17-05/08;HRBB 105;Capstone
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;11:10 am-12:25 pm;;;;Thomas Pollock;01/17-05/08;THOM 009C;
30563;AERO;401;501;CS;3;AEROSPACE VEHICLE DES I (Syllabus);MW;04:10 pm-05:25 pm;48;26;22;Wayne Lutz;01/17-05/08;HRBB 131;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;11:10 am-12:25 pm;;;;Wayne Lutz (P);01/17-05/08;HRBB 131;
22281;AERO;401;503;CS;3;AEROSPACE VEHICLE DES I (Syllabus);MW;04:10 pm-05:25 pm;40;19;21;Gregory E. Chamitoff (P);01/17-05/08;HRBB 627;Capstone
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;11:10 am-12:25 pm;;;;Gregory E. Chamitoff (P);01/17-05/08;HRBB 627;
10058;AERO;402;501;CS;2;AEROSPACE VEHICLE DES II (Syllabus);MW;04:10 pm-05:25 pm;48;49;-1;Harry Elmendorf (P);01/17-05/08;SCTS 317;Capstone and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;04:10 pm-05:25 pm;;;;Harry Elmendorf (P);01/17-05/08;SCTS 317;
10059;AERO;402;502;CS;2;AEROSPACE VEHICLE DES II;MW;04:10 pm-05:25 pm;30;30;0;Thomas Pollock (P);01/17-05/08;HRBB 105;Capstone and Lab Safety Acknowledgment
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;TR;11:10 am-12:25 pm;;;;Thomas Pollock (P);01/17-05/08;HRBB 105;
26256;AERO;405;500;CS;3;AEROSPACE STRUC DESIGN (Syllabus);MWF;09:10 am-10:00 am;37;29;8;Darren J. Hartl (P);01/17-05/08;CHEN 111;
;;;;;;(Restrictions/Details);;;;;;;;;
27421;AERO;413;500;CS;3;AERO MATERIALS SCIENCE (Syllabus);TR;09:35 am-10:50 am;73;73;0;Zi Jing Wong (P);01/17-05/08;RDMC 202;
;;;;;;(Restrictions/Details);;;;;;;;;
30396;AERO;417;500;CS;3;AEROSPACE PROPULSION (Syllabus);MWF;01:50 pm-02:40 pm;48;38;10;Adonios Karpetis (P);01/17-05/08;CHEN 111;
;;;;;;(Restrictions/Details);;;;;;;;;
21050;AERO;422;500;CS;3;ACT CONTR FOR AERO VEH;MWF;03:00 pm-03:50 pm;72;72;0;Raktim Bhattacharya (P);01/17-05/08;RDMC 202;
;;;;;;(Restrictions/Details);;;;;;;;;
24812;AERO;423;200;CS;3;HNR-ORBITAL MECHANICS;MWF;12:40 pm-01:30 pm;3;3;0;Naga Venkat Adurthi (P);01/17-05/08;HRBB 124;Honors
;;;;;;(Restrictions/Details);;;;;;;;;
21686;AERO;423;500;CS;3;ORBITAL MECHANICS;MWF;12:40 pm-01:30 pm;87;87;0;Naga Venkat Adurthi (P);01/17-05/08;HRBB 124;
;;;;;;(Restrictions/Details);;;;;;;;;
30561;AERO;425;500;CS;3;FLIGHT TEST ENGR (Syllabus);MWF;09:10 am-10:00 am;25;25;0;John Valasek (P), Thomas Strganac;01/17-05/08;HRBB 105;
;;;;;;(Restrictions/Details);;;;;;;;;
24734;AERO;430;500;CS;3;NUMERICAL SIMULATION (Syllabus);MWF;11:30 am-12:20 pm;64;64;0;Theofanis Strouboulis (P);01/17-05/08;HRBB 131;
;;;;;;(Restrictions/Details);;;;;;;;;
30560;AERO;445;500;CS;3;VEHICLE MGMT SYSTEMS (Syllabus);MWF;08:00 am-08:50 am;58;18;40;John Valasek (P);01/17-05/08;HRBB 131;
;;;;;;(Restrictions/Details);;;;;;;;;
26261;AERO;451;500;CS;3;HUMAN SPACEFLIGHT OPERATIONS (Syllabus);TR;12:45 pm-02:00 pm;75;75;0;Gregory E. Chamitoff (P);01/17-05/08;HELD 109;
;;;;;;(Restrictions/Details);;;;;;;;;
24814;AERO;452;200;CS;3;HNR-EAT TRANS VISC FLOWS (Syllabus);TR;08:00 am-09:15 am;2;2;0;Helen Reed (P);01/17-05/08;RDMC 202;Honors
;;;;;;(Restrictions/Details);;;;;;;;;
10060;AERO;452;500;CS;3;HEAT TRANS VISC FLOWS (Syllabus);TR;08:00 am-09:15 am;70;70;0;Helen Reed (P);01/17-05/08;RDMC 202;
;;;;;;(Restrictions/Details);;;;;;;;;
25190;AERO;481;200;CS;1;HNR-SEMINAR;R;04:00 pm-05:00 pm;15;1;14;Thomas Strganac (P);01/17-05/08;SCTS 216;Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32085;AERO;489;500;CS;3;SPTP:BASIC PLASMA ENGR & APPS (Syllabus);MWF;03:00 pm-03:50 pm;28;8;20;Kentaro Hara (P);01/17-05/08;OMB 103;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
22520;AERO;491;214;CS;0-4;HNR-RESEARCH;;TBA;0;1;-1;Thomas Strganac (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33369;AERO;491;220;CS;0-4;HNR-RESEARCH;;TBA;0;1;-1;Edward White (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33459;AERO;491;234;CS;0-4;HNR-RESEARCH;;TBA;0;2;-2;Adonios Karpetis (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
30039;AERO;491;235;CS;0-4;HNR-RESEARCH;;TBA;0;1;-1;Kentaro Hara (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
25604;AERO;491;240;CS;0-4;HNR-RESEARCH;;TBA;0;1;-1;Darren J. Hartl (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
23271;AERO;491;244;CS;0-4;HNR-RESEARCH;;TBA;0;1;-1;Benedict Moble (P);01/17-05/08;TBA;Honors and LMTD and NonTraditional Format Exclude and Research and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
29098;AERO;491;535;CS;0-4;RESEARCH;;TBA;0;1;-1;Kentaro Hara (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
29449;AERO;491;540;CS;0-4;RESEARCH;;TBA;0;1;-1;Darren J. Hartl (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
29101;AERO;491;546;CS;0-4;RESEARCH;;TBA;0;5;-5;Oleksiy Y. Poludnenko (P);01/17-05/08;TBA;LMTD and NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
16837;AERO;602;600;CS;4;THEORY OF FLUID MECH (Syllabus);MWF;09:00 am-09:50 am;51;33;18;Diego A. Donzis (P);01/17-05/08;CSA 303;
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;MWF;11:30 am-12:20 pm;;;;Diego A. Donzis;01/17-05/08;CSA 303;
30571;AERO;606;600;CS;3;MULTIFUNCTNAL MATERIALS (Syllabus);TR;12:45 pm-02:00 pm;15;7;8;Mohammad Naraghi (P);01/17-05/08;HRBB 105;
;;;;;;(Restrictions/Details);;;;;;;;;
30890;AERO;624;600;CS;3;CELESTIAL MECHANICS (Syllabus);MWF;12:40 pm-01:30 pm;33;18;15;Manoranjan Majji (P);01/17-05/08;HRBB 105;
;;;;;;(Restrictions/Details);;;;;;;;;
30572;AERO;629;600;CS;3;EXPERIMENTAL AERODYNAMIC (Syllabus);TR;02:20 pm-03:35 pm;24;14;10;Richard B. Miles (P);01/17-05/08;HRBB 702;
;;;;;;(Restrictions/Details);;;;;;;;;
30892;AERO;630;600;CS;3;INTRO RANDOM DYN SYS (Syllabus);MWF;10:20 am-11:10 am;36;17;19;Suman Chakravorty (P);01/17-05/08;HRBB 204;3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
30573;AERO;640;600;CS;3;TURBULENCE PROCESSES;TR;12:45 pm-02:00 pm;35;30;5;Sharath Girimaji (P);01/17-05/08;HRBB 204;3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32515;AERO;650;600;CS;3;SPACECRAFT ATT DET (Syllabus);TR;08:00 am-09:15 am;25;10;15;Daniele Mortari (P);01/17-05/08;HRBB 204;3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
26263;AERO;651;600;CS;3;HUMAN SPACEFLIGHT OPERATIONS (Syllabus);TR;12:45 pm-02:00 pm;19;20;-1;Gregory E. Chamitoff (P);01/17-05/08;HELD 109;
;;;;;;(Restrictions/Details);;;;;;;;;
24410;AERO;681;600;CS;1;SEMINAR: TOPIC: COMMUNICATION (Syllabus);TR;03:55 pm-05:10 pm;50;13;37;Adonios Karpetis (P);01/17-05/08;HRBB 131;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
10061;AERO;681;601;CS;1;SEM: TOPIC: PROFES DEVELOPMENT (Syllabus);T;03:55 pm-05:10 pm;50;12;38;Ramesh Talreja (P);01/17-05/08;HRBB 104;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
;;;;;;;R;03:55 pm-05:10 pm;;;;Ramesh Talreja (P);01/17-05/08;RDMC 202;
32739;AERO;681;602;CS;1;SOME UNCMON TPS IN ANALYT DYNS (Syllabus);T;06:00 pm-06:50 pm;20;10;10;John E. Hurtado (P);01/17-05/08;HRBB 105;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
31954;AERO;684;601;CS;4-Jan;PROFESSIONAL INTERNSHIP:IN-AB;;TBA;0;1;-1;Ramesh Talreja (P);01/17-05/08;TBA;In Absentia and NonTraditional Format Exclude
;;;;;;(Restrictions/Details);;;;;;;;;
33208;AERO;685;606;CS;12-Jan;DIRECTED STUDIES;;TBA;0;1;-1;John Junkins (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33283;AERO;685;619;CS;12-Jan;DIRECTED STUDIES;;TBA;0;1;-1;John Whitcomb (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
33166;AERO;685;623;CS;12-Jan;DIRECTED STUDIES;;TBA;0;1;-1;John Valasek (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
23216;AERO;685;629;CS;12-Jan;DIRECTED STUDIES;;TBA;0;4;-4;John E. Hurtado (P);01/17-05/08;TBA;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
32411;AERO;689;600;CS;3;SPTP: PLASMA ENGR & APLICATION (Syllabus);MWF;03:00 pm-03:50 pm;20;10;10;Kentaro Hara (P);01/17-05/08;OMB 103;NonTraditional Format Exclude and 3peat Exclusion
;;;;;;(Restrictions/Details);;;;;;;;;
